Gender,Education_Level,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Trans_Ct,Churned
F,Uneducated,Less than $40K,1,1,1,2238,78,0
F,Post-Graduate,Less than $40K,2,3,2,2127,89,0
F,High School,Less than $40K,4,3,3,1521,45,1
F,High School,Less than $40K,1,3,3,1661,90,0
F,College,Less than $40K,1,3,1,996,82,0
F,Post-Graduate,Unknown,2,2,1,615,79,0
M,Unknown,$60K - $80K,1,2,0,1168,82,0
F,Graduate,Less than $40K,2,2,3,0,84,0
F,College,$40K - $60K,2,3,3,1573,52,0
F,Graduate,Less than $40K,2,4,3,2517,40,1
F,Unknown,$40K - $60K,2,1,2,1696,77,0
F,Graduate,Less than $40K,2,3,1,0,80,0
F,Post-Graduate,Less than $40K,1,3,3,1561,82,0
M,Graduate,$60K - $80K,6,4,3,2507,56,1
F,Unknown,Less than $40K,1,1,3,1628,80,0
F,Graduate,Less than $40K,2,3,3,970,51,1
F,Uneducated,Less than $40K,2,2,2,0,91,0
F,Doctorate,Less than $40K,1,4,2,0,85,0
F,Graduate,Less than $40K,1,1,3,1022,86,0
F,Uneducated,Less than $40K,1,1,1,2517,82,0
F,Graduate,$40K - $60K,1,2,1,1927,88,0
F,Unknown,Unknown,1,2,3,0,42,1
F,Uneducated,Less than $40K,1,5,1,0,92,0
F,High School,Less than $40K,2,3,2,1198,95,0
F,Uneducated,$40K - $60K,1,3,3,2414,68,0
F,Uneducated,Less than $40K,2,1,3,1819,75,0
F,High School,Less than $40K,2,5,3,1375,80,0
M,High School,$40K - $60K,5,2,2,0,51,1
M,Graduate,Less than $40K,1,3,2,1658,58,0
F,Uneducated,Less than $40K,2,6,2,0,91,0
F,Uneducated,$40K - $60K,1,2,2,0,67,0
F,Uneducated,Less than $40K,1,3,1,1319,86,0
F,College,Unknown,1,3,3,0,50,1
M,High School,$80K - $120K,2,3,3,1076,69,0
F,Uneducated,$40K - $60K,2,3,3,1445,39,1
F,College,Less than $40K,2,3,3,0,79,0
F,Graduate,Unknown,2,1,3,1030,85,0
F,Uneducated,Less than $40K,1,2,3,1235,75,0
F,High School,Unknown,2,1,2,2517,79,0
F,High School,Less than $40K,4,3,2,595,40,1
F,High School,Less than $40K,2,3,2,0,35,1
F,Unknown,Less than $40K,1,2,3,911,67,0
F,High School,Less than $40K,1,3,2,0,80,0
F,Graduate,Less than $40K,6,3,3,0,46,1
M,Graduate,$60K - $80K,1,2,1,0,76,0
M,College,$40K - $60K,2,3,0,1604,75,0
M,High School,$60K - $80K,2,2,2,0,66,0
M,Graduate,$40K - $60K,2,3,3,145,34,1
M,Post-Graduate,$80K - $120K,1,3,1,1166,64,0
M,Graduate,$80K - $120K,1,2,1,1750,76,0
F,Graduate,$40K - $60K,2,3,2,661,81,0
F,College,$40K - $60K,1,2,3,2517,88,0
M,Graduate,$40K - $60K,2,2,1,1660,76,0
M,Unknown,$120K +,1,2,4,1116,41,1
F,Graduate,Less than $40K,1,2,1,1365,89,0
M,Uneducated,$60K - $80K,2,6,2,0,47,1
F,High School,Less than $40K,4,3,3,2104,38,1
F,College,Less than $40K,2,1,2,2517,54,1
F,High School,$40K - $60K,1,2,1,0,70,0
F,Unknown,$40K - $60K,1,3,3,0,87,0
M,High School,$60K - $80K,2,3,2,1334,83,0
F,Graduate,Less than $40K,1,3,3,1834,65,0
F,Unknown,Less than $40K,2,3,2,2517,51,1
M,High School,$80K - $120K,1,5,3,0,27,1
M,Graduate,$80K - $120K,1,3,2,2115,78,0
M,Post-Graduate,$60K - $80K,6,4,3,0,54,1
M,Uneducated,$60K - $80K,2,3,3,0,81,0
F,Post-Graduate,$40K - $60K,1,2,1,1465,87,0
M,Graduate,$80K - $120K,3,5,1,2305,83,0
F,College,Less than $40K,2,1,3,1627,70,0
M,High School,$80K - $120K,2,3,3,841,94,0
F,Graduate,Less than $40K,3,1,3,2517,90,0
F,Uneducated,Less than $40K,3,3,0,2117,87,0
M,Post-Graduate,$80K - $120K,3,4,2,1807,91,0
M,High School,$120K +,3,1,2,2517,83,0
M,Graduate,$120K +,3,1,3,2435,98,0
M,Graduate,$40K - $60K,3,3,2,1544,83,0
M,Unknown,$120K +,3,6,3,1158,84,0
M,High School,$60K - $80K,2,2,3,2201,70,0
F,College,Less than $40K,3,2,3,1478,95,0
M,High School,$80K - $120K,3,3,2,2216,91,0
M,Post-Graduate,$40K - $60K,2,3,3,1273,80,0
F,Uneducated,Less than $40K,3,1,2,1411,86,0
M,Graduate,$60K - $80K,2,1,1,0,77,0
M,Uneducated,$80K - $120K,3,1,1,1665,80,0
F,High School,$40K - $60K,2,1,2,1713,88,0
M,Graduate,$80K - $120K,2,1,2,1516,76,0
F,Unknown,Unknown,2,3,1,1797,87,0
M,Graduate,Less than $40K,2,2,1,974,92,0
F,High School,Less than $40K,2,3,2,1187,88,0
F,Unknown,Less than $40K,3,2,2,1799,89,0
F,High School,Less than $40K,3,2,2,2266,75,0
M,Uneducated,$40K - $60K,3,2,2,1013,86,0
F,Uneducated,Less than $40K,3,3,3,0,91,0
M,Post-Graduate,$80K - $120K,2,3,2,814,98,0
F,Post-Graduate,Less than $40K,2,2,1,1582,86,0
F,High School,$40K - $60K,3,2,2,0,80,0
M,Unknown,$40K - $60K,2,2,1,2014,85,0
F,Post-Graduate,Less than $40K,3,3,0,1010,85,0
M,College,$60K - $80K,3,2,1,0,85,0
F,College,Less than $40K,2,3,2,1444,104,0
M,Uneducated,$80K - $120K,2,2,2,2082,93,0
M,Graduate,$80K - $120K,2,3,3,1919,50,1
M,Uneducated,$60K - $80K,2,3,1,2347,96,0
F,High School,Less than $40K,2,5,1,968,86,0
M,College,$60K - $80K,2,1,2,1265,84,0
M,Graduate,$60K - $80K,3,3,1,2517,87,0
M,High School,$80K - $120K,3,2,3,0,83,0
F,College,Unknown,3,3,3,1467,89,0
M,High School,$60K - $80K,2,2,3,2517,69,0
F,College,Unknown,2,1,3,2296,95,0
F,Graduate,$40K - $60K,2,2,1,2119,85,0
M,Graduate,$40K - $60K,6,1,4,0,59,1
M,Uneducated,$80K - $120K,3,2,3,1303,97,0
M,Unknown,$80K - $120K,2,2,2,2517,86,0
F,Graduate,Unknown,3,2,1,1192,93,0
F,High School,Less than $40K,3,3,2,2451,95,0
F,Unknown,Less than $40K,3,2,2,1848,85,0
F,Uneducated,Less than $40K,2,5,2,2119,88,0
F,Post-Graduate,Less than $40K,2,2,3,1744,89,0
M,Doctorate,$120K +,3,2,3,1925,87,0
M,Doctorate,$80K - $120K,3,3,1,1803,87,0
M,Graduate,Less than $40K,3,3,1,629,80,0
M,Graduate,$60K - $80K,2,3,2,1383,93,0
M,Unknown,$80K - $120K,3,1,3,2017,90,0
M,Graduate,$60K - $80K,2,1,1,0,91,0
F,High School,Unknown,2,2,2,2517,84,0
F,High School,Less than $40K,3,2,2,2167,95,0
M,Unknown,$120K +,3,1,2,2517,86,0
F,College,Less than $40K,2,2,2,1182,88,0
M,High School,$60K - $80K,2,3,2,1903,97,0
F,High School,Unknown,3,2,0,1904,95,0
F,Graduate,Less than $40K,3,3,0,1464,88,0
M,Post-Graduate,$60K - $80K,2,3,3,1200,86,0
F,Uneducated,Less than $40K,3,4,2,1594,89,0
M,High School,$120K +,2,3,3,1946,88,0
M,Graduate,$120K +,2,2,1,1143,96,0
M,High School,$60K - $80K,2,2,1,0,78,0
F,College,$40K - $60K,2,1,3,2179,75,0
F,College,Less than $40K,3,3,1,1337,93,0
M,Graduate,$80K - $120K,2,1,3,761,88,0
M,Post-Graduate,$80K - $120K,3,3,1,2414,89,0
F,Doctorate,$40K - $60K,3,2,1,1060,85,0
M,High School,$120K +,2,1,1,2130,91,0
M,High School,$40K - $60K,3,2,1,1359,84,0
F,Uneducated,$40K - $60K,3,2,3,0,81,0
M,Graduate,$80K - $120K,2,2,2,2197,69,0
M,Graduate,$80K - $120K,3,3,2,2109,87,0
F,Uneducated,$40K - $60K,2,1,3,1293,98,0
M,Graduate,$80K - $120K,3,3,1,2517,85,0
F,Post-Graduate,Less than $40K,3,3,3,460,51,1
M,Graduate,$60K - $80K,2,2,2,0,76,0
F,Doctorate,Unknown,3,2,1,2096,73,0
F,High School,Less than $40K,2,3,2,1939,56,1
F,High School,Unknown,2,3,3,1273,51,1
M,Uneducated,$80K - $120K,2,2,1,2253,93,0
M,Graduate,$60K - $80K,3,3,2,2077,84,0
M,Graduate,$40K - $60K,3,6,1,1346,88,0
M,College,$40K - $60K,3,4,2,1334,92,0
F,Doctorate,Less than $40K,2,1,1,1324,92,0
F,Graduate,Less than $40K,3,1,0,2142,78,0
F,Graduate,Less than $40K,2,1,2,1183,82,0
M,High School,$60K - $80K,2,1,3,1738,77,0
M,Unknown,$80K - $120K,2,1,3,1239,90,0
F,Graduate,Less than $40K,3,3,2,1432,77,0
F,High School,Unknown,3,3,2,2517,42,1
M,Uneducated,$60K - $80K,3,1,3,713,82,0
F,Graduate,Less than $40K,2,3,2,1766,94,0
F,Graduate,Less than $40K,3,2,2,1625,101,0
M,Unknown,$120K +,2,2,2,1082,92,0
M,College,$60K - $80K,2,3,3,1302,82,0
M,Doctorate,$60K - $80K,2,2,3,1426,95,0
M,Graduate,$40K - $60K,2,1,3,2113,82,0
F,High School,$40K - $60K,3,2,2,2138,83,0
F,High School,Less than $40K,2,3,0,1360,64,0
M,College,$40K - $60K,2,2,1,1405,80,0
F,Graduate,Less than $40K,2,3,3,789,93,0
F,Graduate,$40K - $60K,3,1,2,1250,88,0
M,College,$40K - $60K,3,2,2,1694,88,0
M,College,$60K - $80K,2,2,3,1186,82,0
M,High School,Less than $40K,3,3,3,1289,87,0
F,Graduate,Less than $40K,3,3,1,1402,92,0
F,Post-Graduate,Less than $40K,3,3,3,1677,89,0
M,Graduate,$80K - $120K,3,2,1,1913,92,0
M,Uneducated,$80K - $120K,3,2,2,1264,77,0
M,High School,$60K - $80K,1,2,1,1255,95,0
M,College,$80K - $120K,2,3,3,1143,77,0
F,College,$40K - $60K,2,2,3,2019,82,0
F,Graduate,Less than $40K,1,1,3,1649,88,0
F,Unknown,$40K - $60K,2,3,2,0,60,1
M,High School,$40K - $60K,1,2,2,1739,85,0
M,High School,$80K - $120K,2,2,0,2098,87,0
F,Unknown,Less than $40K,1,1,1,1509,74,0
M,High School,$120K +,1,2,3,1623,76,0
M,Uneducated,$80K - $120K,1,2,3,0,96,0
M,High School,$120K +,1,2,2,1106,76,0
M,Uneducated,$60K - $80K,1,2,2,1585,80,0
F,Unknown,$40K - $60K,2,2,1,1020,94,0
F,Graduate,$40K - $60K,2,1,3,1699,89,0
F,Unknown,Less than $40K,1,3,2,2278,85,0
M,Graduate,Unknown,1,5,2,1412,82,0
F,Doctorate,$40K - $60K,2,3,1,2035,89,0
M,Uneducated,$80K - $120K,1,2,1,2389,74,0
M,Graduate,$120K +,2,2,1,1635,86,0
M,Graduate,$60K - $80K,2,1,1,0,84,0
M,College,$60K - $80K,5,3,2,0,55,1
M,Uneducated,$60K - $80K,1,1,2,2517,96,0
M,High School,$80K - $120K,1,3,1,2077,73,0
M,Graduate,$80K - $120K,1,1,3,1298,93,0
F,High School,Less than $40K,2,2,3,2517,84,0
M,High School,Unknown,1,2,2,2019,95,0
M,Graduate,$60K - $80K,1,1,1,1584,88,0
F,Graduate,Less than $40K,2,1,3,1705,97,0
M,Uneducated,$80K - $120K,2,2,3,2065,73,0
F,High School,Less than $40K,1,2,3,1710,90,0
M,Unknown,$80K - $120K,1,2,1,1673,89,0
F,Post-Graduate,Less than $40K,2,2,1,1121,84,0
M,High School,$40K - $60K,2,2,3,1356,84,0
F,Graduate,$40K - $60K,1,1,2,1995,87,0
F,High School,$40K - $60K,2,1,1,2379,105,0
M,Graduate,$80K - $120K,2,2,3,1701,81,0
F,Graduate,Less than $40K,1,2,2,988,83,0
M,High School,$80K - $120K,2,1,3,810,95,0
M,Unknown,$60K - $80K,1,2,3,2314,85,0
M,Doctorate,$80K - $120K,1,2,1,2517,49,1
F,Graduate,Less than $40K,4,2,3,986,56,1
M,Uneducated,$120K +,2,2,3,1858,93,0
F,College,Unknown,2,3,3,1435,89,0
F,Doctorate,Unknown,1,2,1,1542,98,0
M,Post-Graduate,Unknown,2,1,2,855,93,0
F,Graduate,$40K - $60K,2,1,3,1845,80,0
M,Post-Graduate,$80K - $120K,1,1,3,1501,86,0
F,Uneducated,Less than $40K,6,5,1,1101,82,0
F,College,Less than $40K,4,2,2,1871,88,0
M,High School,$120K +,3,3,2,1337,85,0
M,Graduate,$60K - $80K,2,1,1,0,96,0
M,High School,$40K - $60K,2,3,2,1559,92,0
M,Uneducated,$80K - $120K,1,3,3,1917,83,0
F,Post-Graduate,Less than $40K,1,3,3,2517,55,1
F,Unknown,$40K - $60K,1,2,3,1272,97,0
M,College,$80K - $120K,2,3,2,0,89,0
M,Post-Graduate,$80K - $120K,5,3,2,1606,59,1
M,Uneducated,$60K - $80K,2,2,3,958,98,0
M,Doctorate,Less than $40K,1,1,3,1771,83,0
M,Graduate,$120K +,2,3,2,1130,97,0
F,Unknown,Unknown,1,2,3,0,62,1
M,High School,$120K +,4,3,3,0,50,1
M,Uneducated,Less than $40K,2,3,3,0,98,0
M,Unknown,$60K - $80K,2,2,1,0,47,1
M,Graduate,$80K - $120K,1,1,2,1118,74,0
M,Graduate,$120K +,2,4,1,1448,92,0
M,Graduate,$80K - $120K,1,3,2,2517,82,0
F,Uneducated,$40K - $60K,1,2,2,1222,90,0
F,High School,$40K - $60K,1,3,1,1970,75,0
M,Graduate,$60K - $80K,1,2,1,0,82,0
F,College,Less than $40K,2,3,2,2517,71,0
M,Graduate,$60K - $80K,2,3,3,687,57,1
M,Unknown,$120K +,2,2,0,1514,72,0
F,Graduate,$40K - $60K,1,3,2,0,60,1
M,Uneducated,$80K - $120K,2,3,2,915,79,0
M,Unknown,$80K - $120K,4,3,3,0,64,1
F,High School,Less than $40K,1,1,1,2076,75,0
M,Uneducated,$60K - $80K,2,4,1,1124,76,0
F,High School,Less than $40K,2,1,3,1640,75,0
F,College,Less than $40K,1,3,3,708,74,0
M,Doctorate,$120K +,1,2,2,1802,101,0
M,Post-Graduate,$40K - $60K,6,2,2,2108,58,1
F,Post-Graduate,Unknown,2,1,3,2474,86,0
F,Unknown,Less than $40K,2,2,2,1281,90,0
M,High School,$120K +,2,2,1,0,57,1
M,Uneducated,$80K - $120K,2,1,1,1351,74,0
F,High School,Unknown,1,1,2,1873,104,0
F,Uneducated,$40K - $60K,2,2,3,2265,80,0
F,High School,Less than $40K,6,1,2,0,59,1
F,Graduate,Unknown,2,3,2,1631,95,0
M,Graduate,$120K +,2,3,2,2452,82,0
F,Unknown,Less than $40K,1,2,2,0,88,0
F,High School,Less than $40K,1,6,2,1811,53,1
F,Graduate,Unknown,2,1,2,686,83,0
F,Graduate,Unknown,2,3,1,1816,93,0
F,Graduate,Less than $40K,2,3,1,1544,80,0
F,Graduate,Less than $40K,1,1,1,2130,86,0
F,Uneducated,Unknown,1,3,2,810,87,0
F,Unknown,Unknown,2,2,1,1934,87,0
F,College,Less than $40K,2,2,2,1974,87,0
M,Uneducated,$80K - $120K,1,3,2,0,83,0
M,Post-Graduate,$40K - $60K,1,2,2,1974,48,1
F,Graduate,Less than $40K,1,2,2,2517,93,0
M,Graduate,$40K - $60K,1,3,3,2058,75,0
F,Unknown,$40K - $60K,2,2,3,2135,86,0
M,Graduate,$80K - $120K,2,1,3,942,86,0
F,Unknown,$40K - $60K,1,1,1,1146,82,0
F,Graduate,Less than $40K,1,2,3,693,86,0
M,Uneducated,$80K - $120K,2,3,3,1580,87,0
M,Unknown,$120K +,2,4,3,1342,89,0
M,High School,$40K - $60K,1,3,2,1618,88,0
F,Uneducated,Unknown,2,3,3,0,94,0
F,Uneducated,Unknown,2,1,1,1287,79,0
M,Unknown,$80K - $120K,2,1,1,0,81,0
F,High School,Less than $40K,2,1,0,1322,106,0
F,Graduate,Unknown,1,1,2,2128,94,0
M,Unknown,$80K - $120K,2,1,1,2330,75,0
M,Graduate,$80K - $120K,2,3,3,2517,85,0
M,Post-Graduate,$60K - $80K,2,4,2,0,53,1
F,Graduate,Less than $40K,1,1,3,1257,82,0
F,Uneducated,Less than $40K,1,3,1,2220,95,0
M,High School,$120K +,1,2,2,2517,58,1
F,High School,Less than $40K,1,1,0,1085,98,0
F,Graduate,Unknown,2,3,2,1980,90,0
F,College,Unknown,4,3,3,274,54,1
F,College,Less than $40K,2,1,1,0,80,0
F,Graduate,Unknown,2,2,1,1731,76,0
M,Uneducated,$120K +,1,2,2,1588,81,0
F,Doctorate,Less than $40K,2,3,2,1992,81,0
M,Unknown,$60K - $80K,1,3,2,1085,54,1
M,College,$40K - $60K,1,3,1,1718,77,0
M,Graduate,$80K - $120K,2,3,1,985,91,0
M,Uneducated,$40K - $60K,1,3,3,829,91,0
F,Graduate,Less than $40K,1,2,3,1630,81,0
F,College,$40K - $60K,2,1,2,1873,94,0
M,Unknown,$80K - $120K,1,3,2,1411,81,0
M,College,$80K - $120K,2,1,3,1954,69,0
M,College,$120K +,1,3,2,0,48,1
F,Graduate,Less than $40K,1,3,1,1802,90,0
M,Unknown,$40K - $60K,2,1,2,1481,95,0
M,Unknown,$60K - $80K,1,2,1,1970,96,0
M,Graduate,$80K - $120K,2,2,3,2517,82,0
M,High School,$80K - $120K,1,2,2,0,79,0
F,Graduate,Less than $40K,2,2,1,2507,89,0
M,Graduate,$40K - $60K,1,2,2,1898,87,0
F,Post-Graduate,$40K - $60K,1,2,3,0,97,0
M,High School,$60K - $80K,1,5,1,1461,82,0
M,High School,$80K - $120K,1,6,1,1395,81,0
F,Graduate,Less than $40K,1,1,3,2151,94,0
F,Unknown,Unknown,1,4,2,837,80,0
F,Unknown,Less than $40K,2,2,3,1054,85,0
M,Graduate,Less than $40K,1,3,3,1950,93,0
M,Post-Graduate,$120K +,2,5,2,1991,79,0
F,High School,Less than $40K,1,2,3,2507,86,0
M,Unknown,$60K - $80K,2,2,1,628,87,0
M,Graduate,Less than $40K,1,2,2,1502,89,0
F,Unknown,Less than $40K,2,3,3,2345,86,0
F,High School,Less than $40K,1,1,1,0,91,0
M,Uneducated,$40K - $60K,2,2,3,1633,102,0
F,High School,Less than $40K,1,3,2,2399,86,0
M,Graduate,$60K - $80K,2,3,3,2192,92,0
M,High School,$120K +,2,3,1,0,56,1
F,High School,Less than $40K,1,3,3,1022,65,0
M,Post-Graduate,$80K - $120K,6,2,2,989,55,1
M,Graduate,$60K - $80K,2,1,3,2018,91,0
M,College,$120K +,2,2,3,1837,99,0
M,Graduate,$40K - $60K,1,2,2,1175,107,0
M,Post-Graduate,$40K - $60K,2,3,4,593,65,1
F,Unknown,Less than $40K,5,3,5,0,56,1
M,High School,$80K - $120K,2,3,2,2191,94,0
M,Uneducated,$120K +,2,2,1,1022,88,0
M,High School,$80K - $120K,1,2,3,1590,85,0
M,Uneducated,$120K +,1,3,1,1429,85,0
M,Doctorate,$120K +,2,3,2,2517,86,0
M,Uneducated,$60K - $80K,1,1,3,1534,82,0
M,Uneducated,$120K +,2,2,2,1377,83,0
M,College,$120K +,2,1,1,1464,87,0
F,High School,$40K - $60K,2,2,2,1829,86,0
F,College,Less than $40K,2,2,2,2517,85,0
F,High School,Less than $40K,2,1,2,0,86,0
F,College,Less than $40K,1,1,2,0,97,0
M,Unknown,$40K - $60K,2,2,3,1434,89,0
F,Graduate,Less than $40K,2,2,1,1421,72,0
M,Graduate,$60K - $80K,2,1,3,1509,91,0
M,High School,$120K +,5,3,3,2415,59,1
M,College,$80K - $120K,2,2,2,0,53,1
M,Graduate,$40K - $60K,5,2,3,304,63,1
F,Graduate,Less than $40K,1,2,2,2016,84,0
M,Graduate,$120K +,1,1,3,0,79,0
M,High School,$80K - $120K,1,2,3,1998,81,0
F,Doctorate,Less than $40K,1,1,1,1844,84,0
M,College,$60K - $80K,1,2,2,1064,81,0
M,Post-Graduate,$80K - $120K,4,2,2,0,49,1
M,Graduate,Unknown,1,1,2,1079,86,0
M,Graduate,$120K +,1,2,3,2446,86,0
M,High School,$120K +,1,1,1,1634,94,0
M,Uneducated,$120K +,1,1,3,1742,82,0
F,Unknown,Less than $40K,2,1,3,1235,88,0
M,High School,$80K - $120K,1,2,3,1655,81,0
F,Graduate,Less than $40K,2,3,3,1134,100,0
M,Uneducated,$120K +,2,2,3,1058,84,0
M,Graduate,$120K +,2,2,1,1488,95,0
F,College,Unknown,1,3,2,2517,96,0
M,Graduate,$80K - $120K,2,2,1,1942,84,0
M,Unknown,$60K - $80K,2,3,3,0,72,0
F,Uneducated,Less than $40K,1,2,3,1684,79,0
M,Unknown,$40K - $60K,1,3,1,2410,94,0
F,Graduate,Unknown,2,3,3,2517,53,1
F,Uneducated,Less than $40K,2,3,1,2065,100,0
M,Graduate,$120K +,2,1,2,0,53,1
M,Graduate,$120K +,1,1,1,1440,88,0
F,Doctorate,$40K - $60K,1,1,3,933,89,0
M,Unknown,$80K - $120K,2,1,3,1466,87,0
M,Post-Graduate,$80K - $120K,1,2,2,1573,102,0
F,College,Less than $40K,1,2,1,1051,87,0
M,Unknown,$120K +,2,3,3,1279,49,1
M,Graduate,$80K - $120K,1,2,3,1793,81,0
M,Uneducated,$60K - $80K,2,3,2,2517,84,0
M,High School,$80K - $120K,2,1,3,1291,98,0
M,Graduate,$80K - $120K,2,2,2,961,82,0
M,Uneducated,$80K - $120K,1,3,2,2416,96,0
F,High School,Unknown,1,3,2,1575,101,0
M,Graduate,$60K - $80K,2,2,2,2517,86,0
M,Graduate,$60K - $80K,2,3,1,913,80,0
M,College,$120K +,2,2,1,0,90,0
M,Graduate,$80K - $120K,2,5,1,928,97,0
M,Graduate,$120K +,2,2,2,0,99,0
M,Graduate,$40K - $60K,1,6,3,1957,93,0
F,High School,Unknown,2,1,2,1347,85,0
M,Uneducated,$80K - $120K,2,3,2,1769,95,0
M,College,$80K - $120K,1,1,2,1701,99,0
F,Graduate,Less than $40K,1,2,3,1686,101,0
M,Unknown,$60K - $80K,4,3,6,0,65,1
M,Graduate,$60K - $80K,2,3,3,1652,90,0
M,Unknown,$40K - $60K,2,2,2,1748,85,0
F,Graduate,Less than $40K,1,1,1,1040,91,0
M,Post-Graduate,$60K - $80K,1,1,2,2276,90,0
F,Uneducated,Unknown,1,2,1,1333,84,0
M,Unknown,$40K - $60K,2,1,2,1864,97,0
M,Uneducated,$120K +,2,3,2,1974,90,0
M,Unknown,$40K - $60K,2,3,3,1462,50,1
M,Graduate,$60K - $80K,1,2,3,1693,93,0
M,High School,$80K - $120K,1,2,2,769,93,0
M,High School,$60K - $80K,1,2,1,2109,85,0
M,High School,$120K +,5,3,2,2517,63,1
M,College,$40K - $60K,2,2,1,1425,101,0
F,Post-Graduate,$40K - $60K,2,1,2,1501,92,0
M,College,$80K - $120K,2,2,2,1324,106,0
F,Graduate,Less than $40K,2,1,1,0,93,0
M,College,Less than $40K,2,1,2,0,92,0
M,Unknown,$60K - $80K,1,1,1,1101,103,0
M,High School,$40K - $60K,1,1,1,2517,74,0
F,Uneducated,Less than $40K,2,3,3,1839,95,0
F,Graduate,Unknown,2,2,3,1066,98,0
F,High School,$40K - $60K,2,2,3,2031,90,0
M,Graduate,$80K - $120K,1,3,1,1369,82,0
M,Post-Graduate,$60K - $80K,2,2,2,2250,48,1
F,Graduate,Less than $40K,1,1,3,803,102,0
F,Unknown,Less than $40K,1,2,1,1511,89,0
M,Graduate,$60K - $80K,1,3,3,2517,92,0
F,Graduate,Less than $40K,2,1,2,1458,109,0
F,Doctorate,Less than $40K,2,1,1,1634,94,0
F,Graduate,Less than $40K,2,3,2,2512,91,0
F,Graduate,Less than $40K,1,5,2,0,50,1
F,Unknown,$40K - $60K,2,1,3,2184,88,0
M,Post-Graduate,$80K - $120K,2,3,4,0,54,1
M,College,$120K +,1,2,2,1649,87,0
M,Uneducated,$60K - $80K,1,2,1,1989,91,0
M,Graduate,Unknown,1,1,3,2097,102,0
M,Unknown,$120K +,2,2,3,0,93,0
M,Graduate,$80K - $120K,2,1,3,925,84,0
M,College,$80K - $120K,4,3,3,0,63,1
M,High School,Less than $40K,2,1,3,2264,118,0
F,Uneducated,Unknown,1,2,2,1407,98,0
M,College,$60K - $80K,1,3,1,1223,99,0
F,High School,$40K - $60K,2,2,1,1874,90,0
F,Unknown,Less than $40K,2,3,3,0,90,0
M,Unknown,$80K - $120K,2,2,3,2008,86,0
M,Post-Graduate,$120K +,1,2,1,2088,89,0
M,Graduate,$80K - $120K,1,1,3,696,93,0
M,Graduate,$60K - $80K,1,6,1,0,100,0
M,Uneducated,$80K - $120K,2,1,3,1595,97,0
M,High School,$120K +,1,1,3,1540,98,0
M,Uneducated,$40K - $60K,1,1,2,1378,98,0
M,Unknown,$80K - $120K,2,3,1,1813,77,0
M,College,$40K - $60K,1,1,3,2317,98,0
M,College,$60K - $80K,1,2,3,1822,79,0
F,Graduate,Less than $40K,2,3,1,1692,92,0
F,Graduate,Less than $40K,2,6,1,1155,93,0
M,Graduate,$80K - $120K,1,1,2,2129,91,0
M,Uneducated,$60K - $80K,1,1,1,1484,92,0
M,Graduate,$80K - $120K,2,3,3,2517,87,0
M,Graduate,$80K - $120K,2,1,2,1984,105,0
M,College,$80K - $120K,1,3,1,1228,89,0
F,College,Less than $40K,2,2,6,1817,50,1
M,Graduate,$60K - $80K,2,2,2,1357,88,0
F,Graduate,Less than $40K,4,3,1,1381,54,1
M,Uneducated,$80K - $120K,2,1,2,1132,106,0
M,High School,$60K - $80K,2,5,1,1519,99,0
M,High School,$80K - $120K,2,3,3,1168,94,0
F,Unknown,Less than $40K,1,3,1,768,88,0
F,High School,Unknown,2,1,2,0,97,0
M,Graduate,$60K - $80K,1,1,3,0,83,0
M,Graduate,$80K - $120K,2,2,2,159,40,1
M,Graduate,$120K +,2,3,2,0,94,0
F,Unknown,Less than $40K,1,3,2,1853,101,0
F,Uneducated,$40K - $60K,2,2,1,1684,100,0
F,Graduate,Less than $40K,1,2,3,1149,102,0
M,Graduate,$120K +,1,3,1,1161,100,0
M,Unknown,$60K - $80K,1,3,1,1250,84,0
F,Unknown,Less than $40K,1,1,1,1779,73,0
M,Graduate,$120K +,1,1,2,1702,98,0
F,High School,Unknown,1,4,2,0,63,1
F,Unknown,Less than $40K,1,3,3,630,91,0
F,High School,Less than $40K,2,3,2,0,56,1
F,Uneducated,Less than $40K,1,2,1,2085,88,0
M,Graduate,$80K - $120K,1,2,3,0,83,0
F,College,Less than $40K,2,3,3,1259,96,0
F,College,$40K - $60K,2,3,1,0,74,1
F,Graduate,Less than $40K,2,2,1,887,84,0
M,Uneducated,$120K +,2,3,1,1208,83,0
M,High School,$80K - $120K,1,3,2,0,42,1
M,Graduate,$40K - $60K,2,2,2,1997,82,0
M,Post-Graduate,$40K - $60K,1,2,2,1180,91,0
M,Graduate,$80K - $120K,2,3,1,1388,91,0
M,Uneducated,$60K - $80K,2,3,1,1096,104,0
M,Graduate,$40K - $60K,2,2,3,1741,99,0
M,Graduate,$80K - $120K,1,2,0,1151,100,0
M,Doctorate,$120K +,1,2,2,1382,108,0
M,Uneducated,$40K - $60K,1,3,1,1332,95,0
M,High School,$60K - $80K,2,3,3,2477,73,1
M,Unknown,$120K +,4,3,3,0,60,1
F,Graduate,Less than $40K,2,5,2,0,94,0
M,Uneducated,$80K - $120K,2,3,2,1612,88,0
F,High School,$40K - $60K,2,2,1,0,103,0
F,Doctorate,$40K - $60K,1,3,1,1643,109,0
M,Uneducated,$40K - $60K,2,3,3,1724,88,0
M,High School,$60K - $80K,1,2,3,1601,86,0
F,College,Less than $40K,2,3,3,1973,98,0
F,Uneducated,Less than $40K,2,2,1,1855,95,0
